Entity,Code,Year,Number of executions (Amnesty International),Deaths - Meningitis - Sex: Both - Age: All Ages (Number),Deaths - Neoplasms - Sex: Both - Age: All Ages (Number),"Deaths - Fire, heat, and hot substances - Sex: Both - Age: All Ages (Number)",Deaths - Malaria - Sex: Both - Age: All Ages (Number),Deaths - Drowning - Sex: Both - Age: All Ages (Number),Deaths - Interpersonal violence - Sex: Both - Age: All Ages (Number),Deaths - HIV/AIDS - Sex: Both - Age: All Ages (Number),Deaths - Drug use disorders - Sex: Both - Age: All Ages (Number),Deaths - Tuberculosis - Sex: Both - Age: All Ages (Number),Deaths - Road injuries - Sex: Both - Age: All Ages (Number),Deaths - Maternal disorders - Sex: Both - Age: All Ages (Number),Deaths - Lower respiratory infections - Sex: Both - Age: All Ages (Number),Deaths - Neonatal disorders - Sex: Both - Age: All Ages (Number),Deaths - Alcohol use disorders - Sex: Both - Age: All Ages (Number),Deaths - Exposure to forces of nature - Sex: Both - Age: All Ages (Number),Deaths - Diarrheal diseases - Sex: Both - Age: All Ages (Number),Deaths - Environmental heat and cold exposure - Sex: Both - Age: All Ages (Number),Deaths - Nutritional deficiencies - Sex: Both - Age: All Ages (Number),Deaths - Self-harm - Sex: Both - Age: All Ages (Number),Deaths - Conflict and terrorism - Sex: Both - Age: All Ages (Number),Deaths - Diabetes mellitus - Sex: Both - Age: All Ages (Number),Deaths - Poisonings - Sex: Both - Age: All Ages (Number),Deaths - Protein-energy malnutrition - Sex: Both - Age: All Ages (Number),Terrorism (deaths),Deaths - Cardiovascular diseases - Sex: Both - Age: All Ages (Number),Deaths - Chronic kidney disease - Sex: Both - Age: All Ages (Number),Deaths - Chronic respiratory diseases - Sex: Both - Age: All Ages (Number),Deaths - Cirrhosis and other chronic liver diseases - Sex: Both - Age: All Ages (Number),Deaths - Digestive diseases - Sex: Both - Age: All Ages (Number),Deaths - Acute hepatitis - Sex: Both - Age: All Ages (Number),Deaths - Alzheimer's disease and other dementias - Sex: Both - Age: All Ages (Number),Deaths - Parkinson's disease - Sex: Both - Age: All Ages (Number)
Commonwealth Low Income,,2012,,28732.0,166158.0,5237.0,96604.0,18305.0,15395.0,303369.0,601.0,121987.0,33172.0,24882.0,162423.0,217330.0,1510.0,412.0,113672.0,1058.0,36242.0,18492.0,816.0,45426.0,4188.0,33103.0,,399032.0,27589.0,80640.0,56301.0,92388.0,7495.0,17716.0,4640.0
Commonwealth Low Income,,2013,,25328.0,172257.0,5312.0,89415.0,16973.0,15856.0,275601.0,630.0,122161.0,33638.0,24962.0,159505.0,212123.0,1550.0,322.0,112703.0,1103.0,35513.0,18593.0,1023.0,47014.0,4221.0,32382.0,,410768.0,28329.0,82291.0,56437.0,93497.0,7598.0,18817.0,4874.0
Commonwealth Low Income,,2014,,25031.0,178557.0,5318.0,85987.0,15692.0,16273.0,250985.0,667.0,123271.0,34134.0,24805.0,157346.0,206397.0,1589.0,126.0,111720.0,1071.0,34326.0,18851.0,1641.0,49595.0,4224.0,31098.0,,429215.0,29179.0,86145.0,56841.0,94852.0,7739.0,20087.0,5282.0
Commonwealth Low Income,,2015,,24083.0,184050.0,5358.0,88904.0,14855.0,16599.0,232214.0,674.0,122824.0,34212.0,24541.0,155077.0,200159.0,1624.0,755.0,110689.0,1089.0,33424.0,18952.0,965.0,50834.0,4246.0,30315.0,,441205.0,29769.0,86607.0,57158.0,96098.0,7808.0,21243.0,5462.0
Commonwealth Low Income,,2016,,23689.0,191331.0,5368.0,95179.0,13979.0,16706.0,218822.0,712.0,121552.0,34493.0,24247.0,152617.0,196383.0,1667.0,544.0,109438.0,1093.0,32167.0,19278.0,899.0,53330.0,4248.0,29087.0,,455606.0,30673.0,89671.0,58354.0,98437.0,7931.0,22703.0,5790.0
Commonwealth Low Income,,2017,,22888.0,200057.0,5336.0,95635.0,13112.0,16776.0,204068.0,757.0,119496.0,34767.0,23834.0,149343.0,188373.0,1714.0,1747.0,108880.0,1088.0,30681.0,19771.0,983.0,57121.0,4207.0,27548.0,,482527.0,31772.0,95292.0,60521.0,101775.0,8146.0,24431.0,6383.0
Commonwealth Low Income,,2018,,22493.0,208838.0,5392.0,90099.0,12400.0,17028.0,191105.0,797.0,116829.0,35211.0,23590.0,147306.0,181703.0,1773.0,377.0,104794.0,1125.0,28998.0,20291.0,1032.0,60097.0,4225.0,25942.0,,499747.0,32856.0,98336.0,61776.0,103682.0,8084.0,26043.0,6763.0
Commonwealth Low Income,,2019,,22149.0,217089.0,5512.0,90467.0,11807.0,17153.0,185775.0,833.0,114954.0,35545.0,23443.0,146124.0,175978.0,1829.0,840.0,102057.0,1095.0,27753.0,20817.0,462.0,62960.0,4243.0,24759.0,,516191.0,33887.0,101238.0,63024.0,105605.0,8044.0,27624.0,7131.0
Commonwealth Middle Income,,1990,,181405.0,558137.0,32612.0,356664.0,104405.0,79858.0,31054.0,4322.0,795217.0,185417.0,138450.0,1028429.0,1255667.0,15800.0,2195.0,1592433.0,11892.0,313353.0,183676.0,15092.0,127338.0,14244.0,242302.0,,1655892.0,135686.0,726573.0,216973.0,433769.0,79059.0,44526.0,18967.0
Commonwealth Middle Income,,1991,,181768.0,574124.0,33082.0,363995.0,103531.0,79661.0,45601.0,4425.0,822049.0,192429.0,139953.0,1025699.0,1251439.0,16168.0,3252.0,1622589.0,12432.0,298282.0,189282.0,13245.0,133010.0,14308.0,227980.0,,1708252.0,141413.0,748855.0,220785.0,442500.0,80546.0,45764.0,19694.0
Commonwealth Middle Income,,1992,,181708.0,590635.0,33553.0,366352.0,101580.0,83089.0,65745.0,4523.0,848694.0,198253.0,142729.0,1026448.0,1256132.0,16430.0,2539.0,1624078.0,12476.0,281377.0,194236.0,11485.0,139081.0,14494.0,213629.0,,1755455.0,147156.0,765623.0,224187.0,450239.0,81261.0,46874.0,20268.0
Commonwealth Middle Income,,1993,,179045.0,606186.0,33478.0,367234.0,100365.0,84319.0,92775.0,4654.0,821600.0,200485.0,138938.0,1013904.0,1257336.0,16807.0,12233.0,1580298.0,12129.0,266038.0,195324.0,4294.0,143550.0,14215.0,201791.0,,1784776.0,150811.0,775978.0,230319.0,459308.0,81807.0,48320.0,20847.0
Commonwealth Middle Income,,1994,,177044.0,626642.0,33559.0,363922.0,99161.0,85960.0,127652.0,4872.0,804117.0,205620.0,137106.0,1006331.0,1257926.0,17383.0,2639.0,1531843.0,12262.0,251651.0,198910.0,3824.0,149623.0,14271.0,191229.0,,1823734.0,155489.0,785474.0,237743.0,469208.0,81844.0,50066.0,21441.0
Commonwealth Middle Income,,1995,,176240.0,640837.0,34046.0,365211.0,96949.0,85329.0,171259.0,4991.0,795733.0,209001.0,134283.0,1004021.0,1263553.0,17667.0,3733.0,1505573.0,12691.0,239096.0,201217.0,8282.0,154484.0,14254.0,181885.0,,1851170.0,159302.0,791516.0,242528.0,474780.0,81996.0,51769.0,21976.0
Commonwealth Middle Income,,1996,,186021.0,668583.0,33887.0,368592.0,93394.0,85991.0,224130.0,5241.0,795476.0,212441.0,133686.0,997013.0,1260225.0,18285.0,3567.0,1484752.0,12335.0,224284.0,205942.0,7394.0,164840.0,14230.0,170142.0,,1927626.0,167218.0,817395.0,251003.0,487209.0,80864.0,53854.0,23065.0
Commonwealth Middle Income,,1997,,176456.0,711981.0,35462.0,376063.0,94649.0,89596.0,285487.0,5786.0,819979.0,226701.0,137796.0,1003272.0,1264792.0,19425.0,2927.0,1481445.0,12824.0,211845.0,219669.0,6439.0,181372.0,14485.0,159715.0,,2060374.0,180822.0,870005.0,264335.0,510735.0,81969.0,56093.0,24852.0
Commonwealth Middle Income,,1998,,174476.0,731907.0,35806.0,372787.0,94744.0,92490.0,357332.0,6062.0,825516.0,233928.0,138648.0,999520.0,1268733.0,19829.0,9230.0,1475175.0,15590.0,196551.0,227354.0,7667.0,190959.0,14482.0,148219.0,,2106206.0,188237.0,889636.0,270632.0,519554.0,82055.0,57902.0,25777.0
Commonwealth Middle Income,,1999,,172945.0,741798.0,36303.0,356054.0,92566.0,94946.0,434100.0,6296.0,825010.0,239938.0,140200.0,988994.0,1271785.0,20276.0,11708.0,1462077.0,13151.0,180452.0,235561.0,8073.0,195668.0,14537.0,136513.0,,2104832.0,192474.0,882284.0,275774.0,524778.0,81547.0,59535.0,25935.0
Commonwealth Middle Income,,2000,,173308.0,761192.0,36613.0,343176.0,90033.0,97221.0,509918.0,6464.0,820728.0,244340.0,140586.0,983183.0,1274994.0,20590.0,2461.0,1442276.0,13458.0,167638.0,239289.0,11457.0,206020.0,14538.0,126712.0,,2145079.0,200167.0,899252.0,282843.0,532943.0,81145.0,61776.0,26970.0
Commonwealth Middle Income,,2001,,170675.0,781141.0,36650.0,358649.0,88283.0,98006.0,582128.0,6619.0,801390.0,245987.0,138771.0,973711.0,1274666.0,20807.0,21351.0,1418009.0,13357.0,155602.0,237613.0,9257.0,216862.0,14365.0,117335.0,,2200107.0,206805.0,926717.0,291000.0,542371.0,80367.0,64413.0,28430.0
Commonwealth Middle Income,,2002,,168522.0,799425.0,36239.0,372533.0,83842.0,98473.0,646268.0,6810.0,782292.0,247224.0,134502.0,967138.0,1281498.0,21012.0,1112.0,1384941.0,15261.0,142878.0,235314.0,5729.0,226918.0,14213.0,108151.0,,2242477.0,212509.0,943992.0,298074.0,548457.0,78486.0,67163.0,29558.0
Commonwealth Middle Income,,2003,,165734.0,808845.0,35660.0,383822.0,80906.0,97698.0,696925.0,6953.0,761599.0,246616.0,128988.0,954786.0,1283839.0,21009.0,1296.0,1349042.0,14771.0,129430.0,230167.0,4104.0,234099.0,14030.0,98583.0,,2241315.0,216225.0,942980.0,301796.0,547906.0,76801.0,69538.0,29915.0
Commonwealth Middle Income,,2004,,164451.0,811218.0,35611.0,384832.0,80802.0,99834.0,735786.0,7156.0,727536.0,249575.0,126387.0,939587.0,1284126.0,20874.0,53527.0,1305033.0,13134.0,119163.0,230667.0,4107.0,236456.0,14114.0,91014.0,,2193639.0,216759.0,916879.0,303678.0,543536.0,76904.0,72335.0,29686.0
Commonwealth Middle Income,,2005,,164575.0,843635.0,36163.0,386412.0,82503.0,99192.0,751697.0,7841.0,719291.0,257594.0,126317.0,935061.0,1278292.0,21386.0,77977.0,1285361.0,13632.0,110417.0,236683.0,3307.0,250657.0,14111.0,83524.0,,2269376.0,226529.0,951055.0,314708.0,557823.0,78669.0,76269.0,31548.0
Commonwealth Middle Income,,2006,,165272.0,876498.0,36625.0,398017.0,82627.0,98843.0,747720.0,7613.0,708151.0,266658.0,123557.0,935284.0,1268948.0,22190.0,1937.0,1287109.0,13217.0,107037.0,240565.0,7043.0,265920.0,14205.0,80209.0,,2380718.0,234787.0,998558.0,323153.0,569623.0,76918.0,80307.0,33687.0
Commonwealth Middle Income,,2007,,162462.0,907203.0,36666.0,405169.0,80954.0,98554.0,719710.0,7608.0,699479.0,273763.0,118352.0,924757.0,1253652.0,23032.0,3457.0,1276224.0,13217.0,101636.0,238061.0,8110.0,278110.0,14081.0,75389.0,,2473842.0,241564.0,1034021.0,331644.0,579761.0,74994.0,83833.0,35247.0
Commonwealth Middle Income,,2008,,159587.0,941338.0,36868.0,410954.0,80862.0,98781.0,676150.0,7658.0,695457.0,283197.0,115176.0,918785.0,1244845.0,23930.0,2168.0,1266229.0,13071.0,98122.0,236901.0,17117.0,289739.0,14139.0,71991.0,,2569633.0,248578.0,1072032.0,340610.0,591005.0,74302.0,87843.0,37069.0
Commonwealth Middle Income,,2009,,160469.0,959088.0,36617.0,404478.0,79089.0,96913.0,625324.0,7763.0,672760.0,285260.0,111824.0,896162.0,1229912.0,23938.0,2326.0,1219288.0,13079.0,92946.0,233062.0,23768.0,290872.0,13917.0,67976.0,,2582567.0,247817.0,1049541.0,339648.0,584250.0,71540.0,91651.0,36810.0
Commonwealth Middle Income,,2010,,153940.0,990794.0,37055.0,398559.0,79266.0,96761.0,581454.0,7798.0,651928.0,289571.0,110085.0,875188.0,1214475.0,24433.0,3410.0,1198680.0,13433.0,88621.0,236889.0,23196.0,296494.0,13914.0,64322.0,,2636501.0,251712.0,1050071.0,345940.0,590329.0,69896.0,95778.0,36946.0
Commonwealth Middle Income,,2011,,149787.0,1027843.0,37344.0,386747.0,79357.0,96091.0,539971.0,7806.0,639892.0,295363.0,106939.0,862450.0,1195366.0,25092.0,1857.0,1187422.0,13664.0,85694.0,240973.0,8910.0,312203.0,13694.0,61320.0,,2740353.0,260148.0,1086354.0,354022.0,600414.0,68044.0,101739.0,38719.0
Commonwealth Middle Income,,2012,,140305.0,1061008.0,36738.0,349611.0,79235.0,92495.0,496630.0,7634.0,644799.0,300669.0,101359.0,860710.0,1178350.0,25158.0,1579.0,1144770.0,13963.0,84360.0,240761.0,11336.0,331368.0,13366.0,59780.0,,2838584.0,266967.0,1119702.0,355655.0,598508.0,66548.0,110530.0,41031.0
Commonwealth Middle Income,,2013,,138270.0,1104353.0,36801.0,320667.0,75923.0,92941.0,462658.0,8139.0,647235.0,295751.0,98924.0,866599.0,1168360.0,25292.0,7537.0,1112066.0,14501.0,80074.0,236008.0,12597.0,346711.0,13294.0,56137.0,,2931854.0,276579.0,1176458.0,355944.0,602842.0,61155.0,121101.0,44917.0
Commonwealth Middle Income,,2014,,134565.0,1138742.0,36265.0,322094.0,70933.0,90881.0,439165.0,8307.0,643290.0,288424.0,92585.0,858556.0,1139994.0,25055.0,1617.0,1062606.0,13972.0,75372.0,228081.0,22944.0,359396.0,12521.0,51990.0,,2981470.0,283192.0,1211768.0,351474.0,598057.0,55300.0,130273.0,47709.0
Commonwealth Middle Income,,2015,,127138.0,1190104.0,36485.0,310778.0,69367.0,91231.0,424235.0,8689.0,625318.0,285783.0,88261.0,845165.0,1113273.0,25783.0,2049.0,1027878.0,17140.0,71118.0,224937.0,22296.0,371698.0,12460.0,48461.0,,3058531.0,292761.0,1231240.0,358189.0,608235.0,51516.0,137385.0,48803.0
Commonwealth Middle Income,,2016,,123814.0,1233408.0,36719.0,276496.0,66590.0,91573.0,416258.0,9035.0,616769.0,284873.0,85439.0,822043.0,1058263.0,26601.0,1621.0,999070.0,13753.0,66545.0,225612.0,10141.0,383480.0,12180.0,44518.0,,3134601.0,301793.0,1245500.0,364805.0,618270.0,47706.0,145100.0,50339.0
Commonwealth Middle Income,,2017,,116844.0,1270838.0,36763.0,260142.0,64582.0,92367.0,401630.0,9326.0,612834.0,286445.0,83271.0,800627.0,1016834.0,27292.0,2765.0,998479.0,13745.0,62715.0,228787.0,8266.0,393404.0,11997.0,41119.0,,3210038.0,309236.0,1272905.0,373993.0,634356.0,45607.0,153916.0,52470.0
Commonwealth Middle Income,,2018,,112494.0,1318223.0,37815.0,275617.0,66395.0,94895.0,378620.0,9857.0,599401.0,295618.0,84024.0,793058.0,982250.0,28015.0,1953.0,970635.0,13786.0,58522.0,239105.0,10645.0,407918.0,12013.0,37404.0,,3318023.0,319553.0,1317535.0,381152.0,646530.0,44758.0,164416.0,55852.0
Commonwealth Middle Income,,2019,,109943.0,1363957.0,38255.0,279253.0,66535.0,94921.0,366484.0,10276.0,583915.0,300207.0,83875.0,785949.0,953204.0,28709.0,2416.0,944917.0,13653.0,55444.0,243600.0,5242.0,420296.0,11953.0,34902.0,,3401140.0,328614.0,1339838.0,387541.0,656360.0,43482.0,173217.0,58020.0
East Asia,,1990,,38629.0,1503289.0,18107.0,1535.0,158328.0,41564.0,2737.0,27584.0,182653.0,244917.0,18454.0,560877.0,300009.0,9784.0,1334.0,94442.0,11015.0,44286.0,219531.0,26.0,77143.0,23528.0,42001.0,4.0,2500771.0,104318.0,1325881.0,176939.0,337589.0,26602.0,96856.0,33015.0
East Asia,,1991,,37948.0,1541023.0,18005.0,2245.0,154566.0,40571.0,3471.0,31299.0,175062.0,241222.0,16524.0,549664.0,297177.0,9696.0,2375.0,88616.0,10769.0,44340.0,221062.0,11.0,77999.0,22956.0,42162.0,8.0,2534434.0,104706.0,1350175.0,179148.0,340597.0,25735.0,99179.0,33749.0
East Asia,,1992,,36155.0,1571474.0,17644.0,2061.0,149024.0,39558.0,4187.0,33775.0,168374.0,240731.0,14851.0,530822.0,288931.0,9660.0,1462.0,80015.0,10586.0,39699.0,220295.0,33.0,80068.0,22337.0,37627.0,27.0,2568872.0,105828.0,1374168.0,179193.0,339234.0,24353.0,102028.0,34484.0
East Asia,,1993,,34423.0,1608996.0,17208.0,1327.0,146012.0,38942.0,4925.0,35359.0,158138.0,241780.0,13828.0,504991.0,279417.0,9712.0,1580.0,72400.0,10259.0,36829.0,218290.0,6.0,82713.0,21923.0,34914.0,,2601221.0,106366.0,1391397.0,179080.0,336147.0,22889.0,104892.0,35376.0
East Asia,,1994,,32729.0,1640376.0,17281.0,1146.0,142784.0,39685.0,5559.0,37671.0,150605.0,247883.0,15076.0,478351.0,268087.0,10018.0,3106.0,66074.0,10155.0,34254.0,223888.0,25.0,85043.0,21428.0,32416.0,34.0,2609298.0,108311.0,1394215.0,177873.0,331996.0,21320.0,107885.0,35987.0
East Asia,,1995,,30255.0,1676744.0,16216.0,1068.0,139863.0,39558.0,6458.0,39153.0,142948.0,255125.0,15784.0,450567.0,254886.0,10167.0,2479.0,59009.0,9637.0,128481.0,225607.0,6.0,87850.0,21595.0,126635.0,21.0,2634713.0,110060.0,1389211.0,177526.0,328424.0,19805.0,111353.0,36813.0
East Asia,,1996,,27655.0,1716861.0,15381.0,930.0,134326.0,38046.0,6972.0,39339.0,132894.0,259003.0,15219.0,422877.0,242182.0,10457.0,5759.0,53296.0,9190.0,101444.0,219400.0,32.0,91840.0,21722.0,99638.0,32.0,2679572.0,111964.0,1387054.0,176745.0,323763.0,18326.0,115953.0,38113.0
East Asia,,1997,,24806.0,1750941.0,14709.0,946.0,128187.0,36841.0,7617.0,38118.0,124638.0,262593.0,14619.0,393751.0,227922.0,10696.0,1728.0,47398.0,8705.0,98922.0,213539.0,42.0,95377.0,21574.0,97169.0,38.0,2711479.0,113951.0,1371708.0,175156.0,318077.0,16989.0,121066.0,39247.0
East Asia,,1998,,22260.0,1795623.0,14057.0,563.0,124878.0,36028.0,8506.0,38006.0,119967.0,268934.0,14630.0,365554.0,214018.0,11276.0,4573.0,42783.0,8176.0,96295.0,211604.0,100.0,100144.0,21981.0,94501.0,50.0,2759576.0,117011.0,1359836.0,175137.0,315257.0,15766.0,126466.0,40447.0
East Asia,,1999,,20022.0,1855598.0,13509.0,1147.0,118476.0,34870.0,9269.0,36317.0,117589.0,277655.0,14066.0,340037.0,199917.0,11900.0,4100.0,38181.0,7819.0,94081.0,204927.0,305.0,106073.0,22030.0,92274.0,5.0,2858758.0,121312.0,1366417.0,176813.0,316408.0,14852.0,132514.0,42434.0
East Asia,,2000,,17642.0,1929378.0,13472.0,125.0,114330.0,32989.0,10174.0,35196.0,116814.0,292800.0,13136.0,316712.0,186721.0,12971.0,763.0,33965.0,7468.0,92123.0,195610.0,201.0,111740.0,23050.0,90148.0,1.0,3002299.0,126658.0,1377885.0,179909.0,320654.0,13533.0,139493.0,44966.0
East Asia,,2001,,15399.0,1976007.0,12454.0,40.0,108382.0,31035.0,11354.0,30675.0,112030.0,304284.0,11821.0,291387.0,172462.0,14421.0,1184.0,29790.0,6939.0,90307.0,179445.0,527.0,117368.0,24043.0,88125.0,9.0,3108226.0,131570.0,1363925.0,181999.0,322721.0,11803.0,146615.0,46922.0
East Asia,,2002,,13457.0,2019644.0,12257.0,64.0,103239.0,29709.0,12142.0,25325.0,107998.0,314349.0,9871.0,268691.0,158276.0,16199.0,1426.0,25986.0,6504.0,88313.0,171103.0,102.0,124423.0,24806.0,85940.0,1.0,3229398.0,136475.0,1354219.0,184751.0,326727.0,9994.0,154359.0,48773.0
East Asia,,2003,,11860.0,2075978.0,12483.0,50.0,97088.0,29614.0,12558.0,19342.0,101957.0,325566.0,8403.0,249494.0,144075.0,18270.0,1097.0,22801.0,6090.0,13611.0,178314.0,2.0,130455.0,25906.0,11002.0,1.0,3344797.0,141196.0,1342283.0,187224.0,331039.0,8240.0,162178.0,50485.0
East Asia,,2004,,10869.0,2151798.0,12885.0,55.0,93288.0,29461.0,13840.0,15531.0,96639.0,339011.0,7837.0,238177.0,133036.0,20365.0,843.0,19887.0,5794.0,12658.0,185747.0,16.0,137252.0,27454.0,9786.0,4.0,3475741.0,147171.0,1340242.0,190528.0,336698.0,7047.0,170383.0,52730.0
East Asia,,2005,,10049.0,2185223.0,12737.0,49.0,88618.0,28141.0,15570.0,13543.0,89318.0,341351.0,7108.0,226928.0,122803.0,21398.0,1247.0,17008.0,5441.0,12059.0,182526.0,25.0,141745.0,28118.0,9137.0,12.0,3532789.0,150847.0,1308416.0,189510.0,333595.0,6229.0,177916.0,54176.0
East Asia,,2006,,9342.0,2179619.0,12196.0,40.0,81680.0,26532.0,15243.0,12116.0,79591.0,336794.0,6238.0,213159.0,113672.0,21677.0,2286.0,14316.0,5041.0,11666.0,174117.0,0.0,137831.0,27989.0,8790.0,0.0,3495267.0,149586.0,1238240.0,185694.0,324591.0,5693.0,185872.0,54010.0
East Asia,,2007,,8901.0,2202140.0,11947.0,25.0,78821.0,24777.0,15442.0,11265.0,71450.0,336688.0,5462.0,204952.0,105224.0,21821.0,1797.0,12169.0,4756.0,11180.0,167169.0,88.0,136585.0,28332.0,8369.0,0.0,3526404.0,150930.0,1195939.0,181818.0,316181.0,5194.0,195172.0,54982.0
East Asia,,2008,,8882.0,2246002.0,11816.0,18.0,76087.0,23133.0,16826.0,10828.0,66088.0,339843.0,4950.0,203073.0,98875.0,22013.0,88436.0,10618.0,4808.0,11203.0,162362.0,114.0,137796.0,29494.0,8405.0,39.0,3639270.0,155514.0,1184127.0,179344.0,311568.0,4931.0,205613.0,57142.0
East Asia,,2009,,8871.0,2294235.0,11791.0,13.0,75276.0,22043.0,16893.0,10519.0,61562.0,341667.0,4592.0,202849.0,92352.0,21839.0,1211.0,9450.0,4579.0,11443.0,158039.0,392.0,140664.0,30653.0,8585.0,186.0,3787951.0,162137.0,1181287.0,176210.0,307304.0,4679.0,216809.0,59881.0
East Asia,,2010,,8800.0,2347101.0,11801.0,16.0,73358.0,20191.0,17239.0,10385.0,57747.0,339912.0,4116.0,202809.0,84271.0,21764.0,7241.0,8427.0,4585.0,11853.0,153390.0,19.0,144558.0,31378.0,8904.0,7.0,3951950.0,169971.0,1176030.0,173405.0,304255.0,4500.0,227577.0,62735.0
East Asia,,2011,,8641.0,2380774.0,11600.0,14.0,68968.0,18680.0,17672.0,10138.0,54895.0,328311.0,3682.0,201364.0,80229.0,21466.0,919.0,7729.0,4533.0,12298.0,146452.0,67.0,147765.0,31421.0,9285.0,19.0,4061778.0,175864.0,1153097.0,170280.0,300872.0,4374.0,235496.0,64411.0
East Asia,,2012,,8454.0,2404194.0,11381.0,3.0,67402.0,17387.0,17020.0,9763.0,52566.0,313330.0,3330.0,198371.0,78510.0,21215.0,1038.0,7300.0,4573.0,12673.0,138910.0,55.0,149898.0,31029.0,9615.0,27.0,4099752.0,179760.0,1121369.0,166696.0,296769.0,4317.0,242776.0,65355.0
East Asia,,2013,,8344.0,2424086.0,11290.0,3.0,65356.0,16328.0,18304.0,9604.0,50333.0,301118.0,3051.0,195585.0,72597.0,20964.0,1457.0,6957.0,4748.0,13289.0,133285.0,213.0,153104.0,30791.0,10149.0,60.0,4176757.0,184098.0,1096437.0,163064.0,292575.0,4314.0,249818.0,66631.0
East Asia,,2014,,8106.0,2467324.0,11212.0,3.0,64780.0,15394.0,22449.0,9638.0,47725.0,292145.0,2609.0,194007.0,66623.0,20878.0,1684.0,6631.0,4715.0,14068.0,130135.0,425.0,158360.0,30485.0,10822.0,322.0,4251644.0,187999.0,1080844.0,161176.0,290668.0,4293.0,260208.0,68466.0
East Asia,,2015,,7908.0,2504512.0,11179.0,3.0,63481.0,14685.0,26810.0,9564.0,46261.0,281068.0,2598.0,194060.0,69174.0,20716.0,593.0,6567.0,4854.0,15022.0,127479.0,211.0,162262.0,29845.0,11628.0,123.0,4312549.0,190701.0,1068427.0,159459.0,289183.0,4318.0,270901.0,69728.0
East Asia,,2016,,7898.0,2570031.0,11235.0,3.0,63037.0,14230.0,30269.0,9697.0,46351.0,275079.0,2751.0,198867.0,69787.0,20635.0,2007.0,6724.0,5207.0,16372.0,128188.0,20.0,169510.0,29573.0,12721.0,32.0,4428789.0,196131.0,1078883.0,159798.0,291307.0,4379.0,287779.0,72463.0
East Asia,,2017,,7569.0,2637217.0,11275.0,2.0,61279.0,13699.0,31921.0,10269.0,43812.0,269220.0,2305.0,199206.0,60097.0,20442.0,626.0,6512.0,5247.0,17125.0,128601.0,14.0,175598.0,28868.0,13317.0,16.0,4517019.0,199593.0,1080910.0,161479.0,293916.0,4222.0,304801.0,74674.0
East Asia,,2018,,7133.0,2717056.0,11361.0,2.0,59792.0,13371.0,32623.0,11385.0,41761.0,266055.0,1934.0,200675.0,52316.0,20306.0,677.0,6056.0,5129.0,17189.0,128849.0,5.0,181526.0,28146.0,13379.0,,4600095.0,203544.0,1095624.0,162018.0,293764.0,3980.0,320095.0,77040.0
East Asia,,2019,,6793.0,2814345.0,11545.0,2.0,58384.0,13140.0,32678.0,12301.0,40713.0,262312.0,1738.0,205330.0,47138.0,20258.0,295.0,5860.0,5100.0,17431.0,128470.0,0.0,188282.0,27607.0,13579.0,,4727920.0,209292.0,1126946.0,164720.0,298102.0,3861.0,334678.0,80336.0
East Asia & Pacific - World Bank region,,1990,,77793.0,2123668.0,26498.0,15075.0,210481.0,74933.0,5518.0,29699.0,454060.0,395936.0,47697.0,908798.0,539797.0,15229.0,5489.0,338162.0,12691.0,93739.0,279792.0,3618.0,181137.0,30655.0,86195.0,,3612721.0,196001.0,1562056.0,336306.0,588893.0,43304.0,164538.0,47382.0
East Asia & Pacific - World Bank region,,1991,,76152.0,2181404.0,26535.0,13666.0,205374.0,74611.0,8452.0,33523.0,442415.0,394227.0,45204.0,892941.0,533534.0,15381.0,10535.0,322207.0,12443.0,91546.0,282199.0,4300.0,185074.0,30095.0,84217.0,,3660204.0,198653.0,1590835.0,341010.0,595404.0,42025.0,170581.0,48696.0
East Asia & Pacific - World Bank region,,1992,,73227.0,2234150.0,26032.0,12437.0,198866.0,73909.0,12597.0,36138.0,433906.0,395406.0,43021.0,870690.0,521350.0,15589.0,4665.0,304458.0,12319.0,84972.0,282612.0,3521.0,190700.0,29402.0,77849.0,,3712194.0,202865.0,1620123.0,343666.0,598162.0,40239.0,177588.0,50111.0
East Asia & Pacific - World Bank region,,1993,,70309.0,2292906.0,25604.0,11748.0,194882.0,74070.0,18173.0,37867.0,422261.0,398423.0,41741.0,841830.0,507725.0,15906.0,3475.0,288208.0,12073.0,80431.0,281987.0,1351.0,197048.0,28932.0,73556.0,,3762374.0,206506.0,1642303.0,346006.0,599086.0,38391.0,184697.0,51677.0
East Asia & Pacific - World Bank region,,1994,,67252.0,2344349.0,25746.0,11223.0,191026.0,75523.0,24592.0,40381.0,412650.0,407028.0,42806.0,810391.0,491594.0,16472.0,5212.0,273237.0,12083.0,76232.0,289426.0,2758.0,202967.0,28369.0,69531.0,,3788260.0,211463.0,1649885.0,346738.0,598500.0,36394.0,191972.0,52986.0
East Asia & Pacific - World Bank region,,1995,,63623.0,2405653.0,24689.0,10600.0,187664.0,76854.0,32261.0,42128.0,401195.0,416972.0,43383.0,778003.0,473985.0,16790.0,10708.0,256168.0,11630.0,169000.0,293671.0,2329.0,208961.0,28445.0,162404.0,,3835809.0,216905.0,1649598.0,348307.0,598359.0,34495.0,200123.0,54596.0
